count,url,desc
0,/p/4736774983,2016年8月17日新闻三分钟
0,/p/4736774593,【实用】香皂只能洗手？那你就太浪费了...
1,/p/4735220909,在ATM机上存钱半天没到账怎么
404,/p/2298152443,从支付宝转账到邮政储蓄卡要这么长时间?
2,/p/4728154112,求购邮政最后一轮发行的羊年生肖储蓄卡
1,/p/2640161728,小额贷款问题，求解决，求！
0,/p/4726276205,邮储官网挂了？
0,/p/4724941067,关于在邮政储蓄银行买的保险？
0,/p/4716822894,邮政求助！！
4,/p/4563359672,不怕中国邮政网络学院考试！
2,/p/4657988680,陕西人民发来贺电！！！
6,/p/4582428303,这种卡是什么卡
0,/p/4712243715,看图你就知道了
2,/p/4683687988,银行不会吃钱吧
2,/p/4606516839,山西邮政储蓄傻逼一样
1,/p/4638708583,邮储银行的福农通死机了怎么处理
11,/p/3412382485,新人求教，关于江苏邮政11月社招的金融柜员问题
0,/p/4708502140,咨询下 求解答
0,/p/4696814936,银行吞钱？
0,/p/4695942616,短信提醒没用阿！我取钱了它也没发短信阿！
1,/p/4671500542,今天邮政储蓄网银打不开怎么回事
1,/p/4665592257,急！
1,/p/4655864488,其他银行可以给在中国邮政储蓄银行办的卡里汇钱吗
0,/p/4656464733,邮政储蓄银行卡存款按储蓄箭再后来怎么办
0,/p/4655608694,我用我的邮政储蓄卡转钱给我的农业银行储蓄卡，手续费要多少
0,/p/4655595033,不要邮政储蓄银行卡需要办什么手续吗
2,/p/4440163435,请问办借记卡未满18岁
1,/p/4638734519,在邮政储蓄的取存款机可以查出一农业银行卡的余额吗
0,/p/4636909360,中国邮政储蓄银行信用卡在洛卡小镇有优惠活动吗
0,/p/4633210317,世上烧饼千千万，邮政厅外占一半
11,/p/4320145760,"&,38065;"
1,/p/4515302549,邮政储蓄卡可不可以办理ETC
0,/p/4605962437,被扣钱
4,/p/4467040201,邮政社招储蓄营业员的笔试是考什么啊？急
2,/p/4560042962,15岁可以办卡吗
0,/p/4594895621,取钱
0,/p/4592054716,广东为什么要给用户存定活两便。
0,/p/4572796659,邮政储蓄网上银行追加的卡为什么不能查询交易明细
0,/p/4544349994,邮政储蓄的详细交易明细是不是能查当天的？
0,/p/4544332012,卡在手上钱被别人取了怎么办？
0,/p/4538648400,新办的邮政储蓄卡
1,/p/4533067266,请问下，邮政储蓄的业务管理岗主要岗位职责是什么有任务么
5,/p/1325236376,网银帐户追加与撤消的问题？？？
1,/p/4515258957,邮政储蓄银行卡跨省取500元需要手续费多少
0,/p/4513665562,邮储手机银行如何给etc储值卡充值
0,/p/4513663839,中国邮政储蓄银行抚恤金安葬费是怎么算的
3,/p/4495310162,邮政的到底有没有人干活的
9,/p/4331912158,保一下自己的任务吧？
2,/p/4481742599,刚办的卡
1,/p/4497727654,2016四川邮政储蓄社会招聘，有拿到offer的吗？
0,/p/4487952342,请大家帮帮忙
1,/p/4481923702,怎么使用邮政的atm机
7,/p/1872154413,邮政储蓄你们还要不要脸了，干脆叫邮政骗子银行吧
0,/p/4477986550,有关提前还款出现的一些问题求解答！
1,/p/4340790242,求助在手机上自己开通的网银可以转账吗
0,/p/4475189067,讨论QQ群
0,/p/4465186502,邮政招聘需要提供个人学信网账号和密码嘛
1,/p/4427109453,邮政储蓄扣30块短信提醒费，扣
8,/p/4184679466,关于邮储的前景堪忧
5,/p/4386541990,求助
8,/p/4255116969,重要！！！！！！！关于邮储卡被盗  关于移通！！！！！！！！！
2,/p/4413221916,注意
1,/p/4195894057,邮政储蓄我真是够了
5,/p/4370092265,邮政储蓄实习生
4,/p/4380651869,这还能用吗……
0,/p/4412192215,辽宁省内异地存取，手续费如何收
28,/p/4302334046,我想问下，我发现我去年去存定期
0,/p/4420589896,邮政在不同城市利息一样吗？
2,/p/4403849987,求助，点进来看看。
2,/p/4426290861,小额贷款问题，求各位指教
3,/p/4403280921,邮政存的死期，是什么人寿保险
0,/p/4402795350,谁知道学校里的邮政atm录像保存多久吗
12,/p/4092219113,最垃圾的银行邮政储蓄
2,/p/4382130667,未成年人拿现金可以转账给别人的邮局卡嘛
1,/p/4382244460,邮储银行柜员短款隔月可以挂账吗?
2,/p/4382196144,邮政储蓄卡显示有余额但是淘宝支付的时候显示余额不足怎么回事？
0,/p/4380656392,邮政储蓄的卡掉了怎么办但是还要原来的卡
0,/p/4378040213,举报骗钱狗
5,/p/4328769653,谁知道现在这个怎么取款
4,/p/4325892758,邮政储蓄银行
1,/p/4363966003,邮政储蓄卡小额管理费能免么?怎
5,/p/2877754935,坑爹的邮政理财保险-中邮富富余1号
1,/p/4340009530,当官的神经病
5,/p/4341397761,2016年邮政储蓄银行春节放几天假？
4,/p/675913289,怎样转账最省钱
1,/p/4339126053,求助
4,/p/4345858174,请问在邮政存钱时购买的华夏财富
8,/p/3879461414,用够了
0,/p/4332460543,求帮忙
1,/p/4309225419,电子现金取不出来
1,/p/4220222148,卡挂失程序？
0,/p/4319898161,怎么才可以办邮政金卡啊
1,/p/4317123006,急急急急，求大神解答！！！
3,/p/4313542139,在线等
2,/p/4296948042,吧里的朋友们问一下，一个问题好
0,/p/4296880751,全国人民群众对教育和就业国债开
1,/p/4242610594,邮政存款元旦搞活动双倍利息？真的假的？
1,/p/4239997810,邮政卡终于可以提现了！！！
1,/p/4259570555,新人报道，兄弟是来找月考  帮忙的
3,/p/4218150108,吉林省分行，到底笔没笔试呢？？
1,/p/4253169367,"民权县,顺河乡,中国邮政储蓄银行,行号是多少"
0,/p/4253809179,请问我两年前在邮政储蓄存了三万七千元到现在能拿多少钱?
0,/p/4246142455,这是怎么回事？？？！！！！！
0,/p/4253792044,"要邮政储蓄卡,可以下款4000，还可以提额,可以分期24期还款"
1,/p/4245825705,有重谢
4,/p/2974382056,自助注册的邮储手机银行后来手机号不用了怎样改
0,/p/4244482772,2015年12月13号参加的邮政考试，有谁收到面试通知
0,/p/4242693373,总行二面
0,/p/4240873644,我想问一下，邮政信用卡能在网上
3,/p/4238719501,又收不到消费验证短信了？
1,/p/4218653124,这他妈的什么邮政银行，取钱出来
1,/p/4204335377,求问，校招笔试主要题型是什么，有大题吗
0,/p/4229367836,邮政信用卡好办么
0,/p/4225021669,异地电子现金可以取嘛？
0,/p/4224700317,邮政储蓄自动存款机有错误
0,/p/4222311435,大家好
0,/p/4220995621,客户的定期存单上支取方式是印鉴，现在该怎么处理，主要是会计稽核
1,/p/4215147549,新人求照顾，我想考邮政储蓄员，请问大神们要考那些科目。
0,/p/4216682837,体检心率过快会被刷么
5,/p/4181882064,急！急！请问邮政储蓄校招网申几天会收到笔试通知
0,/p/4215053025,想求一份2015中国邮储银行校
2,/p/4201756556,急！笔试确认怎样才算确认？
0,/p/4209131341,刚才收到一个邮政储蓄发来的验证码，
2,/p/4209123704,刚才收到一个邮政储蓄发来的验证码，
0,/p/4203994586,邮政储蓄业务员的素质  真是无语
0,/p/4202545772,邮政
1,/p/4197316348,我想考邮政职业鉴定，买什么书。
4,/p/4198343475,垃圾邮政储蓄果然被踢出20外
0,/p/4199340185,问一下各位我今天去邮政储蓄银行
2,/p/4195458779,有没有社招进的前辈，面试一般问什么？
2,/p/4167141984,"求助大虾~我的是存折卡一起办的,5年没动,会被清户么！！！"
3,/p/4188969740,邮政储蓄银行的监控一般保留多久
0,/p/4186951624,大神来帮帮忙
8,/p/4135351318,邮政储蓄如何投诉柜台的柜员
0,/p/4184856518,邮政里的人全他妈是猪，都得死
1,/p/4174517663,邮政储蓄
3,/p/4064148407,邮政储蓄真恶心
1,/p/4117157208,收购2016年及往年幸运封、邮票等邮资票品
12,/p/3575371992,请问今天去银行存钱 结果被邮储的人骗了买个理财的产品
0,/p/4173065980,求助
0,/p/4172792130,"中国邮政学习讨论乙群242079171,诚邀您的加入！"
1,/p/4123688178,关于公务员替人担保小额贷款的问题。
0,/p/4171223131,能在淘宝上买东西吗
2,/p/1362489909,邮政储蓄同省异地不跨行，取900元，需多少手续费
0,/p/4163603810,转账问题
0,/p/4162080693,现在绿卡通还收年费和管理费吗？
1,/p/4147512367,储蓄卡需要多大能办，网银需要多
1,/p/4143883652,借记卡可以异地激活吗
1,/p/4088224456,邮政储蓄没有到期的无密码存单，可以代取吗
1,/p/4092989372,邮政储蓄的电子现金怎么查询余额
3,/p/4041779536,邮储信用卡就是超级大骗子
1,/p/4132651194,邮政推荐办理富德生命一号保险，
5,/p/4143999193,有没有大神
8,/p/4143648711,我该怎么办，钱莫名其妙的不在
9,/p/4046743983,银行卡里钱不翼而飞？？怎么回事 ？？求助
3,/p/4143304497,关于集中授权
0,/p/4125968401,邮政储蓄的【绿卡通华西健康卡】无法进行网上挂号
0,/p/4114745627,消费者权益考试正式考试
1,/p/4107995172,大家有见过这种转账截图吗？别人
0,/p/4104404301,邮政储蓄 鑫鑫向荣 理财产品怎么样？
0,/p/4101127056,定期存款条遗失怎么查不出存的钱找不到怎么办
0,/p/4099932722,我的支付宝密码被锁定了，用人工
2,/p/4050354139,邮储银行商城网站如何兑换
2,/p/4050446427,请问大神们邮政储蓄保本型理财产品安全度怎么样呢？求解答
2,/p/4050398806,"用邮政储蓄卡在k歌里买花,怎么说手机预留号码与本卡不符"
2,/p/4050348016,邮储十条禁令第五条你有什么体会
2,/p/4000625275,邮政卡改银行预留手机号
5,/p/4069763559,我朋友今天中午用支付宝给我转账
3,/p/4083873283,别人通过支付宝10.2周五给我
3,/p/4018921615,什么是电子现金啊，存错了，电子现金怎么用啊？？？
1,/p/4078183846,取消预留手机号
0,/p/4085873699,和邮政缘浅
1,/p/4025177446,谁买过鑫鑫向荣B款啊，有风险吗
2,/p/3985616169,邮政储蓄到底是否能存活
4,/p/1899890348,邮政网银，个人网上银行登录打不开。
4,/p/4049922220,邮政储蓄信用卡注销
1,/p/4050275680,邮储银行鑫鑫向荣份额一份是多少
1,/p/4050315582,6217992610067912535是邮政储蓄哪个地区的卡
1,/p/4050647214,邮政储蓄啥时扣下年短扣费？
1,/p/4053210695,邮政储蓄滑县支行行长王卫玲和客户经理李娜的事大家知道吗
2,/p/3666969906,我挂失补办一张邮政卡！亲戚往老卡里转账成功而我没收到怎么办！
0,/p/4050729996,填写中国邮政储蓄银行借记卡(尾号5133)的信息是啥意思
0,/p/4050332386,总部基地邮储软件开发中心在哪
0,/p/4050301074,6217992610067912535这是邮政储蓄哪个地区的卡
0,/p/4050268103,6217992610067912535这是邮政储蓄哪个地区的卡
0,/p/4050246710,怎么样告诉viv0我的邮储银行停止运行
0,/p/4049500162,邮政储蓄农村网点秋季招收什么时候报名哪位知道啊
1,/p/4031329126,邮政活期储蓄卡被盗刷9000。
0,/p/4040380810,个人贷款
0,/p/4040375545,个人贷款
0,/p/4039952322,求解:微信红包and邮政储蓄
1,/p/3996168696,保过
1,/p/3912836052,交易明细不明也不细
1,/p/4006082318,消费者权益考试都考了吗
1,/p/3715014358,别人给我汇款，卡号输错了一位要多久退回
1,/p/3736025273,怎么卡上没到？
14,/p/737835701,邮政卡消磁还要去开户地换卡吗？
2,/p/3981327483,邮政储蓄强买强卖
6,/p/3738656479,别人用支付宝给我邮政卡转账要多久才能到啊
1,/p/4008104923,垃圾
2,/p/3976864024,河南省扶沟县邮政储蓄牛逼
2,/p/3937795680,求教
6,/p/3981277950,邮政 我日了你亲妈了
0,/p/3990908708,求问大神，办理邮政储蓄金卡需要什么条件
2,/p/3986012107,邮储还能支撑多久
4,/p/3979384642,星期一支付宝转账还要那么慢？
3,/p/3983216602,支付宝转账到邮政等二天一定会到吗
2,/p/3975176007,在邮政存定期莫名其妙给我弄成保险！求支招啊，大家有遇到吗？
1,/p/3979401850,4006695580是邮储信用卡的客服电话吗
0,/p/3989414415,邮政储蓄一个月透支500元多少利息
0,/p/3989401586,拍邮政储蓄卡就能把钱转到保险里吗
0,/p/3986005086,邮政储蓄还能支撑多久
2,/p/3982994107,福利贴
8,/p/3926647663,昨天刚在邮政办了张卡，今天就少了30 百度了下是传说的短扣
2,/p/3948942874,支付宝问题
19,/p/3959405205,在邮政里存定期，结果给我一张什么人寿保险怎么回事？求解？？？？
0,/p/3897735595,理财风险评估
3,/p/3977266363,关于信用卡分期的问题
4,/p/3943067503,新帖！邮政存款1000定期送手机
2,/p/3940151518,服务人员态度恶劣
0,/p/3964781739,大家千万别用邮政的卡
0,/p/3952832081,这个我真搞不懂啊。。
2,/p/3948422527,邮政信用卡马上到期了，怎么办
0,/p/3942333020,求解
0,/p/3939701501,邮政办网银需要些什么
2,/p/3851438607,邮政储蓄今年工资改革问题。
1,/p/3938153199,求助
1,/p/3933625523,关于国外大学应届毕业生身份划定的问题
1,/p/3922673800,请问邮政储蓄岗前培训一般多长时间啊，中途有没有休息日啊
6,/p/3717196010,邮政卡坑死了！
2,/p/3841645057,求各位大神帮忙，
2,/p/3811691748,人死后存邮政储蓄卡问钱怎么取
1,/p/3840172291,邮政储蓄卡绿卡通借记卡2012/09有效期是多少
2,/p/3883915608,我用我爸的身份证办的卡，绑定的是他号码，现在我拿他的身份证能
1,/p/3878085804,邮政储蓄和邮政储蓄银行的差别
2,/p/3829327219,希望你邮政业务员别骗老百性好吗
0,/p/3902113689,求助
2,/p/3897729988,前天在自修存款机上面存了300元，到现在还没到账是怎么回事啊
0,/p/3896426706,谁会修改邮政网银卡登录密码！
0,/p/3895131575,呵呵，醉了。
2,/p/3811708219,邮政储蓄60快能存吗?
1,/p/3882998571,求购医卡通
3,/p/3840146653,622150364000是哪个地区邮政储蓄
9,/p/2224310037,邮储银行怎么样啊
6,/p/3754115156,用支付宝转账到邮政为什么那么慢？？
1,/p/3820564939,手机号被别人绑定了网银怎么解绑
6,/p/999778436,到邮政储蓄换残币的可笑事
10,/p/3865462752,我靠你爹的邮政储蓄
1,/p/3867044935,关于补办邮政银行卡问题，求解
2,/p/3857446246,我登录微信钱包和支付宝时绑定银行卡都说预留电话不符，怎么办
1,/p/3864847589,问个问题，现在还有一折一卡吗
1,/p/3863454976,紧急求助 潍坊邮政储蓄银行及省邮政储蓄的
0,/p/3863186925,电话银行可以跨行转账吗
0,/p/3862643809,关于交学费
2,/p/3783304078,柜员有义务提醒用户定期是否到期么？
1,/p/3853873692,补办邮政卡
0,/p/3852705032,钱被自动存款机给吞了。
1,/p/3845086802,怎么更换银行卡绑定的手机号。
1,/p/3717018849,邮政储蓄卡交费时要输的交易密码是卡的密码吗?
0,/p/3840122449,622150364000是哪个地区邮政储蓄
1,/p/3829517634,请各位大神帮帮忙
0,/p/3829762137,邮储网上银行里签约的理财如何取消签约？
0,/p/3829753817,求问
0,/p/3829524160,请大神们指点
0,/p/3820080587,才准备干邮储客服的，有人有95580的知识库吗
0,/p/3818117087,还差一个月16岁能办卡呢?
0,/p/3818058552,求大神
4,/p/3793124811,邮政16岁持本人身份证
0,/p/3808319657,问问一个问题
3,/p/3735883889,有懂atm机的没有
1,/p/3778772666,我没有邮政储蓄银行的银行卡，我可以去邮政储蓄银行营业厅进行跨转
4,/p/3728230896,邮政为什么老是开会
1,/p/3787524329,一张身份镇可以办几张邮政储蓄卡
3,/p/3727404665,我满16岁怎么不可以办卡
6,/p/3727348129,邮政员工被强制要求包销烟酒，礼品等非本职工作相关的东西
8,/p/3695658858,4.7号办邮政卡接待员让我存31元钱
0,/p/3779443349,大神们来看看，苹果手机充值故障，怎么解决啊
0,/p/3779265383,没用的贴吧，不关注了，退了
1,/p/754324353,如何查存折的明细
0,/p/3774969157,河北省邯郸市涉县邮政储蓄不让员工休息，可比当年给地主打长工
0,/p/3771894160,求人帮我解答！求大家好心呀
0,/p/3769426370,邮政的财富债券理财产品怎么样
0,/p/3764125823,北戴河邮政局的小三，能不能要点脸？
0,/p/3762098681,我想贷5000
4,/p/3755285639,吧友们帮帮我。求你们了。
1,/p/3727296088,烟草邮储信用卡卡号开头是什么数字前九位。
1,/p/3747574659,听说身份证到期了会冻结银行卡？
2,/p/3707660234,求告诉！！
0,/p/3747574133,听说身份证到期了会冻结银行卡？
1,/p/3737126887,新人求助啊
0,/p/3735280794,多久到啊，看图，以前都是第二天八点左右到的。
6,/p/3690032322,邮政真没安全保障！大家都来看看哦
1,/p/3729279310,邮政储蓄的卡能不能刷卡
1,/p/3728156995,邮政小额管理费怎么算？卡里就剩一块多。
0,/p/3727273009,宝祥苑附近有没有中国邮政储蓄银行啊
0,/p/3727248848,我的网银邮政储蓄卡（借记卡）怎么现在的手机系
1,/p/3647240957,邮政储蓄1000元什么时候才会长息
0,/p/3724100519,急需的来，3小时包下3000到10000
1,/p/3599644801,活期存折怎么查余额
1,/p/3720584150,16岁可以办卡了吗？
0,/p/3715550438,6024510012是哪家邮储
6,/p/3504388121,邮政三年定期存款到期后可以在外省取钱或网银转出本金和利息吗？
10,/p/3636921098,他妈的，我办存款被忽悠着办了保险。
2,/p/3712693423,未成年人可以办卡不
0,/p/3708617284,求大神帮助本人黑龙江的
1,/p/3707375586,邮政卡转账问题求解！！！
0,/p/3705926135,收到江西省分行的调剂电话了，真的有调剂么？
3,/p/3699782483,开通网银给我的口令卡干嘛用，每次付款支付都是短信验证码没有要
0,/p/3696291731,求大神指点
2,/p/3695163023,关于预留号码消费信息发送到手机的问题！
8,/p/3640155449,为什么邮政这么坑？
2,/p/3687009668,密码丢失
0,/p/3690391282,邮局卡能异地存款吗
0,/p/3685798370,别人知道我的电话号码有没有可能盗取我卡里面的钱
0,/p/3679997299,我的邮政储蓄卡今天在农商银行的取款机里取钱总
1,/p/3679691919,请问5万的小额信用贷款怎么算利息啊
0,/p/3679529717,浙江省宁波市北仑区邮政储蓄所
6,/p/3159789617,邮政储蓄的坐席专员都干啥？
0,/p/3668206315,手机收不到邮政的验证短信
0,/p/3664233607,我们这邮政存钱送手机   钱存
0,/p/3650476209,贺卡幸运封开奖啦
0,/p/571494971,请问下江西邮政物流速递省公司员工待遇怎么样啊？
10,/p/2492905632,求助，关于邮储跨行异地支票转账收费。
1,/p/3646497118,新人求解 大神帮忙
2,/p/3618708570,求职
1,/p/3650114976,帮帮忙啊 谢谢
0,/p/3650123020,中国邮政储蓄银行转钱后什么时候会通知?
0,/p/3649035408,请问邮政储蓄 能带拉客户的征信报告吗
7,/p/3604735011,邮政储蓄的投诉电话是多少
3,/p/3644397261,求！
80,/p/2306862765,新人来报，求罩······
2,/p/3632962067,新人求解，小额贷款！
1,/p/3621206357,关于银行卡丢失补办取钱
2,/p/3625593654,邮政储蓄存款利率
2,/p/3626370253,邮政卡丢了，补办了一个可是账号和丢失的账号不一样，
2,/p/3637785165,求解答
10,/p/3550409236,这种卡不能开网银么
2,/p/3620749213,有谁经历过转型，
2,/p/3633527094,求助，关于投诉员工工作时间的问题
0,/p/3642591082,大家看看
8,/p/3634977479,我根本就没邮政卡
0,/p/3639781591,支付宝打钱多久到账
3,/p/3629650027,求助！
1,/p/3621211402,邮储银行收款人名册只能储存十个吗?
0,/p/3621132366,求助，关于邮储银行手机客户端
4,/p/3617101999,求解答
0,/p/3617901710,点草别人，不和贵吧有冲突
1,/p/3589950521,南京邮储柜员单年终奖5W？过年休业4天？？
1,/p/3591389841,有在邮政储蓄上班的同志吗？请教个问题！
2,/p/3616510417,急急急！！！！
1,/p/3614140122,浙江绍兴、杭州有羊年生肖卡办理吗？
1,/p/3615038235,手机支付宝绑定不了邮政储蓄卡，咋回事。
7,/p/3608786702,邮政卡只要开网银都能绑支付宝吗
3,/p/3612683603,邮政卡，刚办的，开通手机银行，没有激活，直接受到扣款短信
1,/p/3615035667,手机支付宝绑定不了邮政储蓄卡，咋回事。
10,/p/3553296409,存款十万成为VIP。这十万包括定期，还是全部是活期？
8,/p/3604740473,邮政信用卡
0,/p/3608637810,兴宁中国邮政储蓄银行怎样申请小额贷款
1,/p/2409426735,【求助】IE8 登陆邮政网银无法显示验证码
0,/p/3604743325,邮储存钱送手机活动快递多久能到
0,/p/3604632542,我用手机银行招商银行转账转到邮政储蓄转错了怎么还没退回来
2,/p/3597478202,谁知道这个存款是保险吗？
12,/p/3586998346,现在从支付宝转账到邮储卡还上班处理到账吗
0,/p/3590103028,邮政储蓄贷款问题求解答
6,/p/3546903433,请问进入不了邮政网银的个人网银登录界面，该怎么办？
4,/p/3550800721,这种情况怎么办啊
3,/p/3566561121,存折里还有40块钱能取出来吗
1,/p/3572206980,可以在邮政储蓄汇款到安徽信用社银行卡里吗？
2,/p/3585877042,初来，问个问题！
2,/p/3575896435,问： 20 邮政储蓄一年的定期到了，去银行却被告知无法转存，无法取
3,/p/3580235389,在邮政存款变成人寿保险，
1,/p/3586736552,老爸去邮政存钱，结果拿回来是张银行代理收取保险费凭证
1,/p/3585877575,初来，问个问题！
0,/p/3582976947,邮储银行的卡能看电影吗?
0,/p/3582969587,今晚邮政银行怎么了 登录不了
0,/p/3580312179,请问网汇e不能用了？
11,/p/3500830439,面试视频免费送
0,/p/3570433064,这是什么情况啊
1,/p/3567974229,【抽奖】爱投资送小米啦，疯狂现金免费拿！
7,/p/3534509278,河南的报考邮政储蓄银行的收到面试的短信了吗？
4,/p/3312464605,邮政储蓄汇总压的问题
4,/p/3551973134,报考邮政储蓄山西分行的有收到二面通知的吗，一面没过会给通知吗
1,/p/3550583922,邮政储蓄银行卡边缘有点破损还能用吗
2,/p/3522377064,邮政储蓄白金卡申请条件??有人下卡了没有?
2,/p/3548893998,话说借记卡都可以开网银和支付宝么？
0,/p/3546997238,为什么我有中国邮政储蓄银行中学生资卡却没有钱
10,/p/3257626162,刚进邮储实习柜员一个星期，新人求解答上班前和下班后要做什么
0,/p/3538502261,高手指点这个海南邮政储蓄交易机构号46000014是那家网点
0,/p/3538055852,邮政待遇究竟如何啊？总公司分那几个部分啊？
1,/p/3459775581,谁知道邮政储蓄笔试该从哪些方面复习？菜鸟问。。。跪求有用回复
2,/p/3480413060,邮储笔试
2,/p/3529658033,急问邮政储蓄面试形式！！！
0,/p/3533640693,安徽邮政储蓄2015年应届生招聘
5,/p/2280745811,"邮政储蓄卡丢了挂失之后再打钱在里面,补办新卡之后…"
1,/p/3531851772,求大神帮忙~~~
20,/p/1251869280,我妈去中国邮政储蓄去存钱，存款变成人寿保险！！！
1,/p/3522634213,中国邮政储蓄银行绿卡通借记卡办卡存了一百为什
2,/p/3508153896,被盗刷，怎么整？
0,/p/3522623905,邮政提固定 4-5W 不要有逾
6,/p/3508963821,办理邮政网银后不能用，求高手
3,/p/3513469704,约定转存金额是1000，如果卡里一直不到1000呢？
0,/p/3507132775,安徽   邮政储蓄银行面试  大家加群
0,/p/3496872263,邮政储蓄营业员用储蓄资金垫付其它业务违反了哪款条款
1,/p/3494560606,邮政服务太次了，我想问怎么投诉能有效
1,/p/3487181342,邮政储蓄是至今为止最差的银行…没有之一
1,/p/3300115822,邮益宝，
1,/p/3476856925,自贡邮政储蓄乡镇网点B类正式营业员待遇如何啊?
0,/p/3476873776,邮储财富债券系列的销售文件包括哪些
0,/p/3476767881,邮储赠送的话费劵怎么用?
0,/p/3476767515,！！！！！！！！
0,/p/3476755333,新疆邮政储蓄银行2014年校园招聘考试通知了吗
3,/p/3353983102,邮储网银被盗刷！
0,/p/3474630928,邮政储蓄短信通知
0,/p/3466015590,急急急!!!!真心求助 邮政啊!!!!!!
4,/p/3381289008,邮政储蓄非签约手机银行能在手机上进行定活互转吗？
1,/p/3447201592,求助，卡丢了
7,/p/3424863778,邮政储蓄的校园招聘网申怎么还没通知？
1,/p/3449354611,有事咨询，关于95580问题
1,/p/3441708026,邮政储蓄卡没钱再过几个月冲钱会怎样
1,/p/3443632890,邮政到底有多慢
1,/p/3441709318,吃人的邮政储蓄银行
0,/p/3441702723,邮政储蓄网上银行支付时，老提示验证码错误
0,/p/3440125529,请问，本人拿身份证和存折，去邮政储蓄银行取不出钱是为什么？
0,/p/3439841987,为什么自动存取机给别人存4100
11,/p/3352674482,有河北的吗 你们的快捷支付能用吗
4,/p/3379508257,邮储的银行卡有年费吗？？？
1,/p/3390718198,2014年邮政储蓄办理借记卡有没有年费和小额管理费
3,/p/3188720713,邮政啊  你为啥这么坑爹娘
20,/p/3265122047,中国邮政储蓄个bz，存一次钱，短扣了30，挣黑心钱，雷劈死你.
3,/p/3381315282,想注销邮政绿卡，可是办卡时一起给的存折丢了，这个卡还能注销吗
7,/p/3417260214,信用卡问题
9,/p/3389063746,学校办的卡，丢了，身份证号不是我的？我该怎麽整？
2,/p/3422555417,疑惑
2,/p/3411815002,写哪个密码
9,/p/3367368450,嚣张的中国邮政储蓄银行，不要在上当存钱在这种银行了！！！
2,/p/3397394611,想办张邮政储蓄卡。进来一看，邮政储蓄似乎很吭啊。
1,/p/3378468529,邮政储蓄透支卡欠款一年还上后还能用这张卡吗
3,/p/3390715347,求专业人士推荐邮政储蓄理财产品
1,/p/3397397445,邮政储蓄总行一个处长年薪多少
3,/p/3399904124,花十几万进邮政储蓄长期合同工值不值，急急急急急
